path,label,pca_features
s3://p9-compartiment/Test_aws/Banana Red/r_171_100.jpg,Banana Red,"[-31.89936637878418, -17.007720947265625, 24.408090591430664, 12.687167167663574, -6.894792556762695, 6.301998615264893, 10.470686912536621, 6.107252597808838, 16.720788955688477, 1.2671841382980347, -6.756374835968018, 0.6192671060562134, -3.2799460887908936, 7.955219268798828, -5.842206954956055, 3.4614288806915283, 6.649674415588379, -5.776927947998047, 7.327817440032959, 10.171736717224121, -2.3520400524139404, -5.752781391143799, 2.8390276432037354, 8.900396347045898, 4.758203983306885, 5.888669967651367, -3.111765146255493, 5.914038181304932, 14.170914649963379, 1.5230787992477417, 6.407561302185059, -5.836811065673828, -6.170942306518555, -0.31595471501350403, -10.73686695098877, 3.15346360206604, 1.5180994272232056, 1.5519381761550903, 0.10671720653772354, 7.127600193023682, -5.901129722595215, -5.107511043548584, -2.8769898414611816, -4.155070781707764, 4.724998474121094, 0.7760276794433594, 4.04287052154541, 6.01425313949585, 10.364246368408203, -4.960968017578125, 3.477614402770996, 2.3171067237854004, 2.46039080619812, 3.5709705352783203, 4.5862555503845215, 0.5684030652046204, -5.646873950958252, 7.5879669189453125, -3.6591310501098633, -1.3821738958358765, -1.1578497886657715, 17.628576278686523, 7.390542030334473, -2.511172294616699, -3.3657097816467285, 0.5328842997550964, 0.677494466304779, -2.3919622898101807, 1.876019835472107, 4.2685346603393555, -8.92048454284668, -0.6693766713142395, 2.6993777751922607, -2.1822149753570557, 1.123797059059143, -3.0496463775634766, 2.548210859298706, 2.579397201538086, 0.686415433883667, -1.3799760341644287, 6.9765095710754395, 0.5458858013153076, 4.2065348625183105, -2.0007901191711426, -0.4889375567436218, 4.225371360778809, -0.9068846702575684, 1.8371515274047852, -1.1367133855819702, -4.468201160430908, 0.5377225279808044, -0.9989867210388184, -6.259796619415283]"
s3://p9-compartiment/Test_aws/Watermelon/154_100.jpg,Watermelon,"[-6.6817803382873535, 6.732110977172852, -8.13294792175293, 0.5292277336120605, 0.2769312560558319, -1.0641076564788818, -3.0202369689941406, -3.482081651687622, -1.6251171827316284, -2.5736474990844727, -5.42243766784668, 5.699814319610596, -3.3119359016418457, -10.925402641296387, -3.067213535308838, -11.395033836364746, 0.7043640613555908, -6.555273532867432, 1.246485710144043, -1.4822759628295898, -6.050914764404297, 4.199210166931152, -14.062302589416504, -7.796550273895264, 6.012799263000488, 1.9232157468795776, -5.678436756134033, 0.2787964940071106, 4.371836185455322, 3.492233991622925, 3.5895068645477295, -1.7025554180145264, -4.9329962730407715, -1.6656076908111572, -0.9521286487579346, -3.4515774250030518, -5.112697124481201, 4.7526140213012695, -3.479945182800293, -3.8327808380126953, 1.4984487295150757, -1.8775023221969604, -6.33785343170166, 1.408211350440979, -2.245180130004883, 3.7899413108825684, 1.5995389223098755, 3.3526949882507324, -1.0214658975601196, 6.332257270812988, 1.7958825826644897, -0.852048397064209, -3.860520124435425, -5.499183177947998, 3.3596065044403076, -3.1543374061584473, 1.0799779891967773, 1.2534765005111694, -2.490266799926758, 2.717031955718994, 1.576357364654541, 1.8649332523345947, 3.7424557209014893, -1.1863216161727905, 0.5460376739501953, 1.9600028991699219, -2.7442033290863037, 3.4312877655029297, -1.6311051845550537, -3.589264154434204, 1.0574297904968262, -3.391791582107544, 0.08715187013149261, 0.6995859146118164, -1.1665338277816772, -4.474746227264404, 1.6856836080551147, -0.6287432312965393, 2.463721513748169, -1.3686248064041138, -3.404432773590088, 3.191044569015503, -3.7245450019836426, 3.1094601154327393, 1.707949161529541, -2.9582462310791016, 0.7513002157211304, -0.16948522627353668, 0.5556018948554993, 3.23972225189209, -2.297783136367798, 0.7483475208282471, 1.3416763544082642]"
s3://p9-compartiment/Test_aws/Lychee/r_50_100.jpg,Lychee,"[-5.469490051269531, 5.067995548248291, -4.434741020202637, -14.364920616149902, -5.11845064163208, 13.87905502319336, 3.0589494705200195, 4.515206813812256, 4.000817775726318, -0.1248534619808197, 0.145244300365448, 4.132961750030518, -6.90811824798584, -2.195288896560669, 1.241206407546997, 2.77400541305542, -3.051514148712158, 1.0341644287109375, 3.3586320877075195, -5.517975807189941, 0.6543710231781006, 2.7334229946136475, -6.245808124542236, -5.509892463684082, -2.4553747177124023, 3.045417070388794, 1.6752896308898926, -2.7099921703338623, 4.9190592765808105, 3.9223110675811768, 0.3047257661819458, 5.325334072113037, 0.22565437853336334, -0.7426854968070984, -4.777381420135498, -3.0732152462005615, -0.6584935784339905, -1.6485261917114258, 3.0183300971984863, 0.06566932797431946, 1.6204453706741333, 3.7217533588409424, -4.537898063659668, -0.2729135751724243, -0.8939315676689148, -1.2344058752059937, 0.16773754358291626, -3.4252939224243164, -3.6864535808563232, -2.5844497680664062, -0.5855713486671448, 0.5440845489501953, 3.8436198234558105, 0.3094196319580078, 4.628405570983887, -0.9596341848373413, -4.3555169105529785, 2.0012829303741455, 4.5108232498168945, 0.704193115234375, -0.11557197570800781, -0.8809298276901245, -1.9460978507995605, -3.5287599563598633, 1.436644196510315, -0.4564637839794159, -0.11982088536024094, 0.32602331042289734, -2.952711820602417, -2.3675825595855713, 1.4871556758880615, 5.0298590660095215, 0.6129206418991089, -1.3958806991577148, 1.1719967126846313, 0.8397339582443237, -0.6871438026428223, 3.4149677753448486, -0.7986277341842651, 0.9111455082893372, 3.2535128593444824, 0.42895039916038513, 0.07967111468315125, -3.1799588203430176, 0.7036809921264648, -0.015219918452203274, 1.0733015537261963, -0.3947983980178833, 2.8676490783691406, -0.3954615294933319, -2.4941861629486084, -0.2815907299518585, -1.1158608198165894]"
s3://p9-compartiment/Test_aws/Limes/r_141_100.jpg,Limes,"[1.2504512071609497, 7.501150131225586, 0.2113988697528839, -0.19283366203308105, 0.33480334281921387, -8.626447677612305, -1.9333808422088623, 3.5940263271331787, 3.687840461730957, 6.502422332763672, -1.5033496618270874, 4.168371200561523, -5.021238803863525, -0.21286045014858246, 0.020299363881349564, -1.9957709312438965, -3.684603214263916, -0.8022133111953735, 1.462660551071167, 0.8251686692237854, 2.108381509780884, -0.18798258900642395, 2.3549723625183105, 4.224796772003174, -0.6679571866989136, 1.9256483316421509, 3.0235350131988525, -2.5626540184020996, 1.163160800933838, -1.6432485580444336, -1.8171404600143433, -2.1601903438568115, -3.245922088623047, -0.6305199861526489, 1.6997181177139282, -2.7596535682678223, 1.0316511392593384, 1.3691388368606567, 0.7527399659156799, 4.641664981842041, 3.326904296875, 2.5959548950195312, 1.4682191610336304, 0.5162010788917542, 6.977783679962158, -2.235020160675049, -2.422172784805298, 1.3210967779159546, -1.5757088661193848, 2.085479259490967, 0.374407559633255, -0.5236517190933228, -0.4410700798034668, 0.6938655376434326, 1.560154676437378, 0.29080164432525635, 3.8566789627075195, -1.6422319412231445, 0.17490923404693604, -1.9341003894805908, -1.6440271139144897, -1.7056564092636108, -0.8122636675834656, 0.2418951541185379, -2.621704339981079, -0.831020176410675, 0.6238204836845398, 3.6535141468048096, -0.0993032157421112, -1.592103123664856, 3.7349817752838135, 1.2854893207550049, -1.2040799856185913, -1.0295437574386597, -2.5711183547973633, -1.8363171815872192, 0.4974662661552429, 0.16698116064071655, -0.7452563643455505, 0.1465923935174942, 0.6135249733924866, 1.0932270288467407, 2.8050131797790527, -2.555244207382202, -0.040066223591566086, -0.5203850269317627, 0.09849868714809418, -2.7308461666107178, -2.026491165161133, 0.10513235628604889, 2.4046130180358887, 0.26410120725631714, -0.7091113328933716]"
s3://p9-compartiment/Test_aws/Onion White/r2_55_100.jpg,Onion White,"[1.4697515964508057, 7.504671573638916, -1.8180716037750244, 4.749564170837402, 0.3823094069957733, -10.187311172485352, 0.7448638081550598, -4.650662422180176, 2.9358885288238525, -6.792210578918457, 2.7348392009735107, -1.0388818979263306, 1.8816922903060913, -2.3000059127807617, 5.252261161804199, 1.4994155168533325, 1.8315132856369019, 1.0841988325119019, 1.7841907739639282, 1.6575239896774292, -0.8742907643318176, 1.3311545848846436, -2.7088112831115723, -1.0904147624969482, -0.3540237545967102, 1.6313230991363525, 1.2877293825149536, -0.824314534664154, 1.1220895051956177, 0.7797388434410095, -0.47292885184288025, -1.815691590309143, 2.5230445861816406, -1.843092441558838, 1.134840726852417, -2.5398402214050293, -0.047004830092191696, -0.7896161079406738, 3.096906900405884, -1.9182510375976562, 2.0785140991210938, -1.6069557666778564, 1.0762525796890259, -3.1790122985839844, -0.4882845878601074, -0.809337854385376, 1.3679723739624023, -0.6353409886360168, 2.1396749019622803, 2.7055580615997314, -0.34135356545448303, -1.932309865951538, 1.421570897102356, 1.1461315155029297, 1.167806625366211, -1.0699005126953125, -1.8242549896240234, 1.4484707117080688, 1.0380134582519531, -0.2671810984611511, -0.3635430932044983, 1.4909223318099976, -1.9403729438781738, -0.04179375246167183, -0.7755732536315918, -1.1420888900756836, 1.037535309791565, 2.2379329204559326, -0.8455668091773987, 0.00957173015922308, 1.7729262113571167, -0.7590784430503845, -0.5511245131492615, -1.0329149961471558, -1.259973168373108, 2.414479970932007, 0.09158091247081757, 2.902141809463501, -0.5732046365737915, 0.5824458599090576, 0.09113208204507828, 0.4684312641620636, 0.07104252278804779, 0.10474817454814911, 0.5210012197494507, 1.6304035186767578, -0.3532324433326721, 0.17700453102588654, -1.1056363582611084, -1.460495114326477, -0.6287714838981628, -0.9604352116584778, -0.6409508585929871]"
s3://p9-compartiment/Test_aws/Plum 2/53_100.jpg,Plum 2,"[10.596905708312988, -3.4214859008789062, -0.3298313617706299, -3.4926815032958984, -2.1592440605163574, -1.6271592378616333, -1.1931463479995728, -4.0875935554504395, 6.027307987213135, 6.384905815124512, 0.20295117795467377, 0.7587210536003113, 0.18623574078083038, -1.55430006980896, -1.8460534811019897, -2.4252521991729736, -3.4609944820404053, -0.3318483531475067, -3.9516098499298096, 0.40700313448905945, 0.9962925314903259, -1.2601943016052246, 3.133815288543701, 0.7727570533752441, 2.5068891048431396, -1.7972182035446167, 1.4883745908737183, -1.0222954750061035, 0.4605858325958252, -0.4603002667427063, 0.988086462020874, -0.7810686826705933, 0.5969552993774414, 0.03603242337703705, -2.4387519359588623, 0.3923596739768982, -1.7551162242889404, 1.6158249378204346, -0.6597822904586792, -0.8222611546516418, -0.6315470337867737, 0.6648868322372437, -0.723591685295105, 1.1477322578430176, -1.7427167892456055, 0.12673956155776978, -0.021201010793447495, -0.16921135783195496, 0.16964158415794373, -0.738945722579956, -0.1634395867586136, 2.488342523574829, -1.7725787162780762, -0.8649936318397522, -2.4951024055480957, -0.636562705039978, 0.6965036392211914, -0.9346174597740173, 0.4383423924446106, -0.3814702033996582, -0.5296841263771057, 0.647759735584259, 0.09976863116025925, 0.5052646398544312, 0.8714432716369629, 1.0894893407821655, -0.6847748756408691, 0.29019805788993835, -1.3955340385437012, 0.4925549328327179, 1.7338355779647827, -0.31155240535736084, -0.03038531355559826, -0.9234691262245178, -0.5584403276443481, -0.25695279240608215, 1.90740168094635, -0.5262811779975891, 1.5078461170196533, 0.28151825070381165, 0.3482954800128937, 0.8370012044906616, 0.3537779450416565, 0.20202481746673584, 1.3840234279632568, -1.7077451944351196, -0.18858633935451508, 0.009070485830307007, 0.4669305384159088, -0.5114612579345703, -0.5108174681663513, 0.19666333496570587, 0.49165305495262146]"
s3://p9-compartiment/Test_aws/Onion Red/r_73_100.jpg,Onion Red,"[1.2936530113220215, 3.276036024093628, -4.190742492675781, 4.025008678436279, -4.331129550933838, -6.315368175506592, 1.3670629262924194, 0.13631470501422882, 3.174484968185425, 0.4751238226890564, -1.0287699699401855, -2.4306039810180664, 5.901923656463623, -2.607708692550659, 6.772799968719482, -8.230201721191406, -0.1949068158864975, -0.20132434368133545, 8.595917701721191, 0.036219120025634766, 0.3271273374557495, -7.099185466766357, -6.561938285827637, 4.287621021270752, -0.3147321045398712, 2.5659093856811523, -1.4786163568496704, 0.04240773618221283, -3.367192029953003, -2.784594774246216, -1.4701122045516968, 0.3155158758163452, -5.380918502807617, 2.071367025375366, 3.428713083267212, 2.423710584640503, 1.785400629043579, 1.3499748706817627, 0.10430292040109634, 2.114814281463623, -0.6003367304801941, 1.1471022367477417, -0.6623198390007019, -1.9193116426467896, -0.21641017496585846, 1.5869501829147339, 1.8610085248947144, -1.077539324760437, 3.8189826011657715, -1.6091232299804688, -3.265507698059082, 2.9197323322296143, 1.4411406517028809, -2.7236173152923584, 1.0354300737380981, -0.40366753935813904, -2.1824584007263184, -3.509861469268799, 2.08333683013916, 0.27228692173957825, 2.492706060409546, -0.1828082650899887, 1.3337959051132202, 1.6535390615463257, 0.6431307792663574, 3.104200601577759, -1.932800054550171, -0.549968957901001, 1.624179482460022, -0.7481014728546143, 1.4174879789352417, -0.5522931814193726, 1.8789628744125366, -1.6211950778961182, 0.7746079564094543, -1.104701042175293, 0.3362606465816498, -0.6893139481544495, -1.612007975578308, -1.7881594896316528, 1.1092255115509033, 1.0623565912246704, -1.4427915811538696, -0.40056994557380676, -1.583682894706726, 0.2587634027004242, -1.6257050037384033, -2.390610456466675, 2.3245532512664795, 3.437251329421997, 0.0801544040441513, -0.05683886259794235, -1.6154652833938599]"
s3://p9-compartiment/Test_aws/Dates/48_100.jpg,Dates,"[-17.453290939331055, -1.8860492706298828, -10.62886905670166, -5.685742378234863, 1.5820746421813965, -6.865342617034912, 9.789421081542969, -7.660241603851318, 6.475338459014893, -2.6050832271575928, -1.4729515314102173, -1.1251609325408936, -5.290719509124756, 6.386846542358398, -7.857592582702637, 1.4097453355789185, 0.3439255952835083, -1.0371285676956177, -5.698838710784912, -7.567896366119385, -1.8599650859832764, -2.791510581970215, -1.103719711303711, -1.340636134147644, -4.0562825202941895, -1.4609183073043823, 0.5921339392662048, 5.396847724914551, 7.071197986602783, 2.377119302749634, -0.6966319680213928, -2.802354335784912, -0.5306148529052734, 3.659954071044922, 2.159973382949829, 3.8402819633483887, 2.9694178104400635, 0.49942514300346375, -3.545969247817993, 0.4831395745277405, 0.15659219026565552, 0.9743996262550354, 4.084013938903809, -0.8999669551849365, 1.3369956016540527, 3.325965642929077, -3.212348699569702, 1.2532429695129395, 1.3679219484329224, 2.2829086780548096, 2.7941815853118896, -1.6888467073440552, -1.2334551811218262, -0.24479231238365173, 1.173717737197876, -0.390402615070343, -2.04952335357666, 0.45782142877578735, -1.6436818838119507, -1.698506474494934, 0.9017884731292725, -5.871880531311035, 1.5015339851379395, 1.2288646697998047, 4.251306056976318, 1.7098149061203003, 1.2003812789916992, -0.9647222757339478, -0.17651233077049255, 4.572168350219727, 2.0123913288116455, 1.7233247756958008, -5.304134368896484, -3.8554494380950928, 4.059946060180664, -4.057180404663086, -1.3641374111175537, 2.127145767211914, -7.122018814086914, 2.0031251907348633, 0.8653668761253357, 1.759114384651184, -3.3985793590545654, 0.5120024681091309, -0.9003982543945312, 0.7978487610816956, -0.320626825094223, 4.308345317840576, 2.373121976852417, 1.657511591911316, 2.7327187061309814, -1.1882085800170898, -3.4765191078186035]"
s3://p9-compartiment/Test_aws/Grapefruit White/200_100.jpg,Grapefruit White,"[9.697710990905762, 9.802002906799316, 4.433391094207764, -2.0169591903686523, 10.024391174316406, 1.795225977897644, -3.1790361404418945, 5.035135746002197, -2.6390810012817383, 0.18662449717521667, -3.0671982765197754, -0.48078176379203796, 1.6005449295043945, 0.9242634773254395, -3.0516650676727295, 4.330015659332275, 1.1085816621780396, -1.7991347312927246, -1.3430896997451782, 2.4154303073883057, 0.17986434698104858, -0.7864898443222046, -2.4856412410736084, 1.70261812210083, -2.16963267326355, -0.9797004461288452, 1.2404488325119019, 1.9357402324676514, -0.8757259845733643, -1.2385250329971313, 5.070343494415283, 1.5365766286849976, -3.0278139114379883, -0.19824190437793732, -0.29750335216522217, 0.4898524880409241, 2.0513148307800293, 0.7907984852790833, 1.3838372230529785, 0.5733828544616699, 1.667029619216919, -0.740754246711731, -1.2261275053024292, 0.24239760637283325, -0.6340076327323914, 1.2981220483779907, 0.560297429561615, -0.1796524077653885, -0.055323053151369095, 0.1718280017375946, 0.2990182042121887, -0.2920394837856293, -1.3892602920532227, -1.147538661956787, 2.539872407913208, 0.7934114336967468, -1.0423269271850586, -0.7897416353225708, 0.5665041208267212, 1.446311593055725, -1.1863380670547485, 0.12345505505800247, -0.4615301489830017, -1.4511644840240479, 1.9307842254638672, -0.2675274610519409, 1.3057585954666138, -1.6800377368927002, -3.6426854133605957, 1.1916730403900146, -0.42995038628578186, -1.068413496017456, -1.4313510656356812, -1.1038419008255005, 2.6874396800994873, -0.17144998908042908, -1.9856184720993042, 0.5119450688362122, 0.1434326469898224, 1.770991325378418, -2.72731351852417, 0.769191563129425, -0.19498813152313232, 1.2126293182373047, -1.615235447883606, 1.2349554300308228, 0.022588757798075676, 0.84513258934021, -0.05817370116710663, -0.45373889803886414, 1.509418249130249, 0.5352253317832947, 0.6654976606369019]"
s3://p9-compartiment/Test_aws/Ginger Root/59_100.jpg,Ginger Root,"[-20.540756225585938, 5.626125812530518, -2.4391348361968994, -1.336850881576538, 0.2680298388004303, 1.6873377561569214, 11.93907642364502, -12.20423698425293, -9.452088356018066, 3.9991610050201416, 2.464268445968628, 6.590747356414795, -0.589736819267273, 7.649753570556641, 1.7501227855682373, 1.4865305423736572, -0.8074272871017456, -7.626948833465576, -2.7027111053466797, 8.449980735778809, 5.936817646026611, -3.828253984451294, 0.47177812457084656, -3.547294855117798, 4.542527675628662, 4.132390022277832, -0.04183998331427574, 5.997847557067871, 2.152202844619751, -5.048694133758545, 2.032474994659424, -7.217236518859863, 1.0320701599121094, 3.603607416152954, 2.0997300148010254, 3.551971197128296, 5.22147274017334, -3.4728310108184814, 6.320259094238281, -0.4492490291595459, -0.17942248284816742, 6.94392728805542, 10.791210174560547, -1.7204855680465698, 0.12731017172336578, 2.3315703868865967, -0.30675745010375977, -1.960147500038147, -2.6498544216156006, -3.7283174991607666, -0.9900797605514526, -3.189669132232666, -0.0832490622997284, -3.1099727153778076, 2.451242685317993, -5.558203220367432, -0.9534488916397095, -2.9910035133361816, 0.3733905553817749, -3.384795665740967, 5.4469523429870605, -3.0223593711853027, -8.605969429016113, -0.5425546169281006, 3.8521108627319336, -3.7018520832061768, 3.697457790374756, -1.7866114377975464, 4.620828151702881, -4.138219833374023, -3.0621047019958496, -2.9802749156951904, -4.316410541534424, -3.6376798152923584, -3.6606297492980957, -4.396067142486572, 6.647642612457275, 6.13464879989624, -1.3082563877105713, -4.400476455688477, 1.2753839492797852, 2.78503155708313, 5.459516525268555, 2.284377336502075, 9.638672828674316, 3.2986011505126953, 2.0530736446380615, 4.074826240539551, -3.341909170150757, -2.1290793418884277, 6.129856586456299, 4.376683712005615, -1.2763029336929321]"
